bu,requestStorePath,R0_pct,AIS_pct,ads_CTR_pct,org_CTR_pct,ads_CABN_per_click_pct,org_CABN_per_click_pct,ads_imp,org_imp,all_impressions,ads_clicks,org_clicks,all_clicks,ads_atc,ads_bnc,ads_cabn,org_atc,org_bnc,org_cabn,all_atc,all_bnc,R0_bucket,AIS_bucket
Lifestyle,clo/qfl/q5u/la2,71.9491,36.3567,2.8978,3.4893,3.0640,3.2227,726454,1271674,1998128,21051,44373,65424,213,432,645,524,906,1430,737,1338,70–100%,35–40%
Lifestyle,osp/iko/sx7,53.0775,33.2435,2.1952,2.9520,1.4838,1.7604,663123,1331622,1994745,14557,39309,53866,143,73,216,439,253,692,582,326,50–60%,30–35%
Lifestyle,reh/flc,30.9623,17.8282,1.2299,2.0712,10.9407,14.5081,355242,1637338,1992580,4369,33912,38281,165,313,478,1866,3054,4920,2031,3367,25–40%,15–25%
Lifestyle,clo/vua/rqy/nli,61.0102,33.5505,2.7332,3.3718,1.5740,1.8015,662489,1312113,1974602,18107,44242,62349,129,156,285,364,433,797,493,589,60–70%,30–35%
Home,rja/plv,78.5290,35.3533,3.5235,3.7252,20.0481,21.3691,684311,1251326,1935637,24112,46614,70726,1651,3183,4834,3492,6469,9961,5143,9652,70–100%,35–40%
Furniture,wwe,67.7254,33.6797,2.2282,2.2260,2.9728,3.6325,650650,1281228,1931878,14498,28520,43018,188,243,431,515,521,1036,703,764,60–70%,30–35%
Lifestyle,clo/qvw/z0g/jbm,66.0189,26.7541,2.1312,3.0294,1.6035,1.3485,515007,1409961,1924968,10976,42714,53690,89,87,176,321,255,576,410,342,60–70%,25–30%
Lifestyle,reh/plk,61.8000,41.3861,2.5041,2.9082,5.6689,6.9236,791093,1120400,1911493,19810,32584,52394,523,600,1123,1007,1249,2256,1530,1849,60–70%,>40%
Large,j9e/abm/8qx,44.0249,28.7463,3.7290,6.7710,13.5576,18.4035,549289,1361530,1910819,20483,92189,112672,268,2509,2777,1540,15426,16966,1808,17935,40–50%,25–30%
Home,upp/5ix/tlu,34.5052,18.4473,1.9022,2.7664,6.0069,9.4130,350076,1547633,1897709,6659,42813,49472,238,162,400,2217,1813,4030,2455,1975,25–40%,15–25%
Large,j9e/abm,54.5099,27.8774,2.1472,3.0320,4.2578,4.9031,528323,1366844,1895167,11344,41443,52787,102,381,483,515,1517,2032,617,1898,50–60%,25–30%
Lifestyle,clo/qd8/rvu,35.3826,15.3097,1.8088,2.6193,1.5429,2.0947,286653,1585707,1872360,5185,41534,46719,32,48,80,282,588,870,314,636,25–40%,15–25%
Home,jra/ixy/uis,41.6321,34.4222,2.7159,3.1502,3.1161,5.5320,643988,1226861,1870849,17490,38648,56138,284,261,545,1072,1066,2138,1356,1327,40–50%,30–35%
Lifestyle,clo/qd8/y9u/gy0,58.2678,18.5722,1.4175,2.1557,6.4701,5.5950,344545,1510619,1855164,4884,32565,37449,85,231,316,476,1346,1822,561,1577,50–60%,15–25%
Lifestyle,clo/vua/k58/s9z,36.6766,28.9237,1.8611,2.9451,1.3449,1.9868,531341,1305702,1837043,9889,38454,48343,69,64,133,354,410,764,423,474,25–40%,25–30%
Large,j9e/m38,66.6410,33.1477,2.6637,2.8695,6.6199,7.6792,588652,1187196,1775848,15680,34066,49746,434,604,1038,977,1639,2616,1411,2243,60–70%,30–35%
Home,h1m/hww,60.3332,26.0943,2.3607,2.2660,7.9226,10.1448,440039,1246304,1686343,10388,28241,38629,243,580,823,682,2183,2865,925,2763,60–70%,25–30%
Furniture,wwe/7p7/4yf,57.6842,25.5469,2.8077,3.0618,2.7637,3.4361,422690,1231877,1654567,11868,37717,49585,110,218,328,536,760,1296,646,978,50–60%,25–30%
CoreElectronics,tyy,42.3227,18.7192,1.3693,2.7967,5.2855,5.9864,309504,1343896,1653400,4238,37585,41823,63,161,224,414,1836,2250,477,1997,40–50%,15–25%
CoreElectronics,6bo/ai3,78.3147,24.9971,3.2642,2.8862,7.8804,8.3436,410909,1232917,1643826,13413,35584,48997,464,593,1057,1165,1804,2969,1629,2397,70–100%,15–25%
BGM,1mt/d0x/tyd/sul,21.4697,17.4870,1.1433,1.8797,4.9026,9.6758,287227,1355288,1642515,3284,25476,28760,54,107,161,765,1700,2465,819,1807,0–25%,15–25%
BGM,eat/0pt,30.5029,28.0756,1.7881,3.6284,6.5610,9.6064,458593,1174831,1633424,8200,42628,50828,208,330,538,1372,2723,4095,1580,3053,25–40%,25–30%
BGM,dgv/j6t,30.4779,19.4337,2.6359,3.7282,7.9598,13.6038,317421,1315929,1633350,8367,49060,57427,351,315,666,2884,3790,6674,3235,4105,25–40%,15–25%
Lifestyle,mcr/96v/btd,53.1486,27.2330,1.8166,2.2467,7.9298,9.7981,442203,1181574,1623777,8033,26546,34579,211,426,637,774,1827,2601,985,2253,50–60%,25–30%
Home,arb/a77,43.6687,21.6903,1.3926,2.2949,5.3061,6.2601,351866,1270363,1622229,4900,29153,34053,151,109,260,916,909,1825,1067,1018,40–50%,15–25%
BGM,dgv/lx4,47.6414,8.5241,2.1441,2.5463,6.7751,7.6737,137682,1477526,1615208,2952,37622,40574,83,117,200,1322,1565,2887,1405,1682,40–50%,5–15%
Home,h1m/um7/sd1/oyg,49.9196,35.6907,2.4749,2.9506,7.4453,10.5420,572552,1031654,1604206,14170,30440,44610,624,431,1055,1911,1298,3209,2535,1729,40–50%,35–40%
CoreElectronics,zlw/nyl/bvv/d9z,49.3735,33.7972,3.0759,4.1755,8.5011,10.6718,536171,1050263,1586434,16492,43854,60346,574,828,1402,1616,3064,4680,2190,3892,40–50%,30–35%
Home,h1m/um7/sd1/a6l,72.6162,15.1679,2.3884,3.7161,10.2236,8.2936,235887,1319286,1555173,5634,49026,54660,233,343,576,1508,2558,4066,1741,2901,70–100%,15–25%
Home,arb/yod/8m7,77.6563,38.6855,3.0673,3.2616,5.9985,6.6002,601123,952750,1553873,18438,31075,49513,477,629,1106,767,1284,2051,1244,1913,70–100%,35–40%
BGM,g9b/lcf/qqm/fmb,52.8827,38.3604,2.8733,4.6438,17.2821,18.7244,595693,957193,1552886,17116,44450,61566,966,1992,2958,2415,5908,8323,3381,7900,50–60%,35–40%
Lifestyle,clo/1hc,63.8993,32.0872,1.8201,2.3429,1.3974,1.4936,491463,1040187,1531650,8945,24371,33316,68,57,125,175,189,364,243,246,60–70%,30–35%
BGM,d69/thr/dkv,29.2095,11.2481,2.1178,3.0618,6.0690,11.6727,171172,1350616,1521788,3625,41353,44978,108,112,220,2197,2630,4827,2305,2742,25–40%,5–15%
BGM,hlc/etg/qtw,85.7801,44.8382,5.4755,5.5975,14.4359,15.1911,681010,837805,1518815,37289,46896,84185,1891,3492,5383,2576,4548,7124,4467,8040,70–100%,>40%
Lifestyle,clo/qfi,54.8953,16.1915,1.5943,2.3306,2.4770,2.5749,245631,1271405,1517036,3916,29632,33548,34,63,97,370,393,763,404,456,50–60%,15–25%
BGM,eat/ltb/ngb,83.7847,45.1120,5.2582,5.4026,11.9734,12.4338,683460,831568,1515028,35938,44926,80864,2059,2244,4303,2700,2886,5586,4759,5130,70–100%,>40%
Lifestyle,reh/4d7/x9i,75.4456,38.0124,3.0606,3.2667,6.0311,6.7175,573705,935551,1509256,17559,30562,48121,522,537,1059,987,1066,2053,1509,1603,70–100%,35–40%
Furniture,wwe/ki7,58.4720,33.7912,1.9286,2.4482,4.9234,5.8563,507631,994625,1502256,9790,24350,34140,247,235,482,748,678,1426,995,913,50–60%,30–35%
BGM,tng/cg5/tzr,63.8875,19.7453,3.1589,3.1431,11.4329,11.5983,294057,1195196,1489253,9289,37566,46855,483,579,1062,2082,2275,4357,2565,2854,60–70%,15–25%
Home,bro/tez/w8e,61.6514,13.8245,2.2270,3.6407,6.0845,5.8763,205163,1278890,1484053,4569,46560,51129,104,174,278,830,1906,2736,934,2080,60–70%,5–15%
Lifestyle,clo/eof,70.7356,28.6109,1.6301,2.1750,2.0860,1.8102,423463,1056611,1480074,6903,22981,29884,65,79,144,174,242,416,239,321,70–100%,25–30%
Lifestyle,clo/vua/e8g/hbd,49.7953,34.6017,1.5958,2.4910,2.0325,2.2713,508716,961488,1470204,8118,23951,32069,97,68,165,297,247,544,394,315,40–50%,30–35%
Lifestyle,osp/iko/d20,68.9538,30.5798,2.5137,3.3274,1.6585,1.5466,448543,1018252,1466795,11275,33881,45156,100,87,187,292,232,524,392,319,60–70%,30–35%
Lifestyle,clo/qfl/wp7/zpk,55.4076,34.8827,2.6052,3.5048,3.5245,4.3847,508593,949415,1458008,13250,33275,46525,140,327,467,353,1106,1459,493,1433,50–60%,30–35%
BGM,hlc/p5s/h5u,54.9391,39.3261,3.6547,3.8731,7.5724,11.2483,570549,880267,1450816,20852,34094,54946,305,1274,1579,886,2949,3835,1191,4223,50–60%,35–40%
Lifestyle,clo/qd8/t6b/pjy,32.7142,18.5333,1.7287,2.7068,2.5126,3.3268,264759,1163803,1428562,4577,31502,36079,60,55,115,615,433,1048,675,488,25–40%,15–25%
Lifestyle,clo/ash/axc/znf,55.2909,32.3473,1.8601,2.6887,2.0394,2.2199,453414,948294,1401708,8434,25497,33931,89,83,172,265,301,566,354,384,50–60%,30–35%
Lifestyle,clo/hlg,63.8294,29.0643,2.0250,2.4779,1.2346,1.4939,403996,986011,1390007,8181,24432,32613,38,63,101,154,211,365,192,274,60–70%,25–30%
EmergingElectronics,tyy/4mr/tp2/loq,105.8975,37.5896,3.6825,4.4452,13.2781,11.2774,517826,859751,1377577,19069,38218,57287,438,2094,2532,1152,3158,4310,1590,5252,>100%,35–40%
Lifestyle,clo/qd8/ezr/ut9,97.0675,37.8478,3.0803,3.2278,19.7434,16.9098,521242,855962,1377204,16056,27629,43685,941,2229,3170,1602,3070,4672,2543,5299,70–100%,35–40%
Large,j9e/abm/a0u,51.8811,37.2065,2.7060,3.8642,9.7992,12.0865,509869,860506,1370375,13797,33252,47049,403,949,1352,1232,2787,4019,1635,3736,50–60%,35–40%
BGM,tng/fkw,93.5426,30.9642,2.2484,2.4737,10.5832,9.8699,419412,935092,1354504,9430,23131,32561,451,547,998,1021,1262,2283,1472,1809,70–100%,30–35%
BGM,eat/ltb,87.7862,44.7011,5.2803,5.3148,10.6177,10.9936,601267,743816,1345083,31749,39532,71281,1363,2008,3371,1783,2563,4346,3146,4571,70–100%,>40%
Lifestyle,mcr/96v/0vq/vs6,52.0756,35.1475,2.2018,2.7630,6.6911,8.7941,471074,869204,1340278,10372,24016,34388,197,497,694,602,1510,2112,799,2007,50–60%,35–40%
BGM,tng/sv3,54.8602,10.6528,1.7809,2.7762,6.6535,6.9740,142624,1196221,1338845,2540,33209,35749,78,91,169,977,1339,2316,1055,1430,50–60%,5–15%
CoreElectronics,zlw/79s,66.9256,36.3739,2.5264,2.7954,8.6939,10.2324,483066,844991,1328057,12204,23621,35825,305,756,1061,642,1775,2417,947,2531,60–70%,35–40%
Lifestyle,clo/qfl/w4j/53e,62.1909,32.5356,2.2560,2.9216,2.2507,2.4557,421455,873912,1295367,9508,25532,35040,63,151,214,171,456,627,234,607,60–70%,30–35%
Lifestyle,mcr/96v/t4i/0f4,55.0571,24.2387,1.7435,2.1000,4.4155,5.3825,313048,978476,1291524,5458,20548,26006,131,110,241,455,651,1106,586,761,50–60%,15–25%
Lifestyle,clo/8on/5n9,38.1826,31.4076,1.4808,2.6570,1.2868,1.5991,404113,882558,1286671,5984,23450,29434,32,45,77,182,193,375,214,238,25–40%,30–35%
BGM,dgv/tkw,85.1412,23.7449,2.6038,2.6763,9.0393,8.8427,304204,976930,1281134,7921,26146,34067,322,394,716,894,1418,2312,1216,1812,70–100%,15–25%
BGM,ypu/alc/3d4,80.3348,41.4898,2.8936,2.8570,9.9941,11.6690,529412,746593,1276005,15319,21330,36649,467,1064,1531,767,1722,2489,1234,2786,70–100%,>40%
Lifestyle,clo/vua/jlk,55.3047,35.4433,2.2925,3.0676,1.9394,2.3120,452080,823421,1275501,10364,25259,35623,70,131,201,224,360,584,294,491,50–60%,35–40%
Home,arb/a77/suk,31.0166,31.5628,1.2295,2.3842,5.6516,8.0795,400073,867471,1267544,4919,20682,25601,177,101,278,908,763,1671,1085,864,25–40%,30–35%
Furniture,wwe/0ye/n0l,31.2140,41.2794,2.9112,3.6273,4.0783,9.0402,521363,741647,1263010,15178,26902,42080,301,318,619,912,1520,2432,1213,1838,25–40%,>40%
Home,bro/zwb/7xg,53.9105,34.3261,1.1626,2.2277,5.0628,4.3660,431523,825606,1257129,5017,18392,23409,117,137,254,397,406,803,514,543,50–60%,30–35%
CoreElectronics,6bo/jdy/uar,13.2788,7.3384,1.9857,3.7659,2.4698,7.4395,91756,1158598,1250354,1822,43632,45454,25,20,45,1153,2093,3246,1178,2113,0–25%,5–15%
EmergingElectronics,tyy/4mr/3nu,83.6337,38.6741,3.5407,4.3907,16.4805,15.1446,477793,757640,1235433,16917,33266,50183,574,2214,2788,1272,3766,5038,1846,5980,70–100%,35–40%
CoreElectronics,6bo,59.5425,23.8800,2.3932,2.8611,6.9259,7.4634,294414,938477,1232891,7046,26851,33897,198,290,488,829,1175,2004,1027,1465,50–60%,15–25%
Home,upp/tnx,51.0499,26.8142,2.1171,2.6029,5.0389,6.6458,328084,895464,1223548,6946,23308,30254,224,126,350,938,611,1549,1162,737,50–60%,25–30%
Home,jra/ixy/hqs,79.3430,39.9592,3.5854,3.2337,10.5591,12.8870,483913,727104,1211017,17350,23512,40862,667,1165,1832,1049,1981,3030,1716,3146,70–100%,35–40%
Home,arb/yod,82.4688,28.8720,2.5409,2.7265,5.8025,5.9176,347947,857191,1205138,8841,23371,32212,212,301,513,561,822,1383,773,1123,70–100%,25–30%
Lifestyle,clo/1hc/kc4,51.0587,30.5450,2.0565,2.5280,1.2555,1.7541,367950,836667,1204617,7567,21151,28718,40,55,95,143,228,371,183,283,50–60%,30–35%
BGM,g9b/ffi/dzu/gru,59.5233,35.0635,2.9217,4.4162,8.8669,8.8008,418042,774199,1192241,12214,34190,46404,465,618,1083,1279,1730,3009,1744,2348,50–60%,35–40%
BGM,g9b/ffi/ssf/iik,28.5690,22.4076,1.6403,3.2176,6.1341,8.5251,266356,922328,1188684,4369,29677,34046,144,124,268,1275,1255,2530,1419,1379,25–40%,15–25%
BGM,hlc,77.2131,42.3727,3.0880,3.0273,13.0273,14.8396,503624,684935,1188559,15552,20735,36287,622,1404,2026,874,2203,3077,1496,3607,70–100%,>40%
Large,j9e/abm/i45,62.3715,44.3660,4.4403,6.6806,10.0351,11.1830,525601,659091,1184692,23338,44031,67369,502,1840,2342,1083,3841,4924,1585,5681,60–70%,>40%
BGM,g9b/ema/5la/8um,50.6318,37.4563,4.3868,8.2217,12.4711,16.0832,443439,740445,1183884,19453,60877,80330,1018,1408,2426,3783,6008,9791,4801,7416,50–60%,35–40%
Home,rja/z2d,62.5306,40.3498,3.1373,3.5856,11.0588,13.6877,474133,700924,1175057,14875,25132,40007,691,954,1645,1441,1999,3440,2132,2953,60–70%,>40%
Lifestyle,clo/vua/jlk/hp8,55.5043,37.4996,1.9139,3.0465,2.0999,2.0839,440403,734018,1174421,8429,22362,30791,102,75,177,272,194,466,374,269,50–60%,35–40%
BGM,tng/lhf,102.9078,19.2896,2.9274,2.5840,7.9504,7.0473,225999,945611,1171610,6616,24435,31051,176,350,526,682,1040,1722,858,1390,>100%,15–25%
Home,h1m/um7/sd1/kkl,68.8995,12.9401,2.3722,3.4200,8.9181,8.5658,150790,1014499,1165289,3577,34696,38273,89,230,319,990,1982,2972,1079,2212,60–70%,5–15%
Lifestyle,clo/upk/fj9/qd3,41.2158,23.5534,1.8447,3.0047,0.8177,1.0563,271801,882176,1153977,5014,26507,31521,25,16,41,138,142,280,163,158,40–50%,15–25%
Lifestyle,clo/qfl/v5v,67.0285,36.1140,2.8285,3.5055,2.4866,2.7771,415172,734443,1149615,11743,25746,37489,90,202,292,241,474,715,331,676,60–70%,35–40%
Home,upp/nwv/jem,65.6144,29.5384,2.7622,3.2523,11.3117,11.5649,338938,808509,1147447,9362,26295,35657,320,739,1059,977,2064,3041,1297,2803,60–70%,25–30%
Home,rja/plv/oej,59.5117,41.8741,2.9107,3.6004,11.7441,14.4090,480055,666369,1146424,13973,23992,37965,447,1194,1641,913,2544,3457,1360,3738,50–60%,>40%
BGM,g9b/ffi/tv5/sho,53.7709,38.3460,3.1428,5.0734,16.5552,19.6030,437824,703948,1141772,13760,35714,49474,871,1407,2278,2754,4247,7001,3625,5654,50–60%,35–40%
Lifestyle,clo/qd8/y9u,39.9697,22.4278,1.4377,2.2100,4.0217,4.9374,255956,885287,1141243,3680,19565,23245,49,99,148,269,697,966,318,796,25–40%,15–25%
BGM,g9b/iph/jth,75.7578,38.4312,4.1759,4.8986,16.7523,17.2259,433698,694808,1128506,18111,34036,52147,898,2136,3034,1779,4084,5863,2677,6220,70–100%,35–40%
CoreElectronics,jek/6l2,91.5918,33.5732,3.3573,2.8171,10.5795,10.9949,377270,746454,1123724,12666,21028,33694,487,853,1340,718,1594,2312,1205,2447,70–100%,30–35%
BGM,g9b/0yh/22f,46.8714,34.6181,2.9035,3.7489,12.8471,19.4979,388182,733146,1121328,11271,27485,38756,396,1052,1448,1269,4090,5359,1665,5142,40–50%,30–35%
Home,b8s/ecr,60.4794,33.2950,2.6335,3.0008,6.4688,7.6399,370989,743258,1114247,9770,22304,32074,338,294,632,859,845,1704,1197,1139,60–70%,30–35%
Lifestyle,mcr/96v/0vq,54.7101,32.5959,1.7322,2.3822,6.8072,7.8825,358741,741830,1100571,6214,17672,23886,147,276,423,509,884,1393,656,1160,50–60%,30–35%
CoreElectronics,6bo/tia,60.4490,29.7797,3.1746,3.6927,8.3221,9.1445,327032,771139,1098171,10382,28476,38858,196,668,864,723,1881,2604,919,2549,60–70%,25–30%
Lifestyle,osp/mba/erx,70.3317,29.5229,1.4238,2.0795,1.7647,1.5059,322386,769601,1091987,4590,16004,20594,37,44,81,100,141,241,137,185,70–100%,25–30%
Home,b8s/prq/nzw,35.8892,15.6307,1.5166,2.2922,2.7477,3.9087,170383,919671,1090054,2584,21081,23665,22,49,71,164,660,824,186,709,25–40%,15–25%
Lifestyle,clo/hlg/nb5,46.5979,21.2377,2.3722,2.7020,2.3286,3.4563,228102,845939,1074041,5411,22857,28268,51,75,126,295,495,790,346,570,40–50%,15–25%
Home,b8s/ecr/xpl,53.3444,37.6739,2.1117,2.5707,8.7952,11.6203,403277,667163,1070440,8516,17151,25667,450,299,749,1076,917,1993,1526,1216,50–60%,35–40%
EmergingElectronics,tyy/4mr/lrv,81.8217,41.4248,5.4282,4.9390,11.7953,13.3814,442465,625651,1068116,24018,30901,54919,1000,1833,2833,1432,2703,4135,2432,4536,70–100%,>40%
Home,jra/kwq/z3j,45.4510,21.1761,1.5868,2.3835,3.7989,4.4612,225615,839807,1065422,3580,20017,23597,77,59,136,465,428,893,542,487,40–50%,15–25%
Furniture,wwe/y7b,56.6036,37.9779,1.6259,1.8531,3.9920,5.1027,402128,656720,1058848,6538,12170,18708,120,141,261,297,324,621,417,465,50–60%,35–40%
BGM,g9b/ema,108.9324,35.8150,4.6193,4.0114,19.5323,16.4396,377722,676926,1054648,17448,27154,44602,1049,2359,3408,1449,3015,4464,2498,5374,>100%,35–40%
BGM,eat/xgg,57.3987,36.6659,3.2351,4.2192,9.4133,11.6366,386173,667047,1053220,12493,28144,40637,544,632,1176,1463,1812,3275,2007,2444,50–60%,35–40%
Home,arb/rm9/hzf,27.8819,19.2953,1.9630,3.1929,4.6741,8.8944,201630,843341,1044971,3958,26927,30885,60,125,185,793,1602,2395,853,1727,25–40%,15–25%
Home,upp/i7t/msi,36.6368,21.6201,1.8499,2.4261,5.5786,9.5968,221902,804468,1026370,4105,19517,23622,135,94,229,900,973,1873,1035,1067,25–40%,15–25%
BGM,g9b/ema/5la/2em,72.1711,42.6574,3.8272,4.8314,18.2030,18.3824,437656,588322,1025978,16750,28424,45174,1186,1863,3049,2004,3221,5225,3190,5084,70–100%,>40%
BGM,g9b/0yh/vp1/0kb,65.9291,30.1403,2.5540,3.3978,19.9442,21.2055,308615,715314,1023929,7882,24305,32187,498,1074,1572,1482,3672,5154,1980,4746,60–70%,30–35%
CoreElectronics,zlw/79s/dk5,54.5766,30.5358,3.0478,3.2213,8.0893,10.3211,311502,708620,1020122,9494,22827,32321,276,492,768,770,1586,2356,1046,2078,50–60%,30–35%
Lifestyle,clo/vua/mle,64.0338,32.1661,2.8103,4.0111,2.2524,2.0778,325448,686325,1011773,9146,27529,36675,87,119,206,284,288,572,371,407,60–70%,30–35%
Furniture,wwe/q7b/9zz,40.3484,27.7168,2.5506,2.8178,2.8023,4.7950,279820,729750,1009570,7137,20563,27700,74,126,200,439,547,986,513,673,40–50%,25–30%
BGM,g9b/5nz/b1b/bwa,46.8719,38.6363,3.2976,5.6231,15.1353,18.1244,386493,613843,1000336,12745,34517,47262,847,1082,1929,2726,3530,6256,3573,4612,40–50%,35–40%
BGM,d69/thr/e1h,40.9240,25.5884,1.8588,2.9056,5.4668,7.1184,255870,744074,999944,4756,21620,26376,152,108,260,749,790,1539,901,898,40–50%,25–30%
BGM,d69/thr,51.0496,29.3232,2.1051,2.7848,6.9379,9.0696,293052,706334,999386,6169,19670,25839,237,191,428,882,902,1784,1119,1093,50–60%,25–30%
Lifestyle,clo/ash/ohw/otd,49.7803,25.8746,1.0561,1.9177,1.6159,1.5672,257835,738644,996479,2723,14165,16888,30,14,44,119,103,222,149,117,40–50%,25–30%
Furniture,wwe/ki7/l1t,38.1577,26.7558,2.3042,2.8780,3.4853,5.9324,262740,719251,981991,6054,20700,26754,148,63,211,585,643,1228,733,706,25–40%,25–30%
BGM,kyh,64.4360,42.8883,2.3384,2.5088,7.3290,9.8326,420114,559439,979553,9824,14035,23859,276,444,720,556,824,1380,832,1268,60–70%,>40%
Furniture,wwe/fc3/dsw,49.2843,23.5149,3.0596,2.9967,2.1885,2.8243,228491,743195,971686,6991,22271,29262,52,101,153,254,375,629,306,476,40–50%,15–25%
Lifestyle,mcr/96v/jf9,44.7874,22.1253,1.8246,2.6918,5.7515,6.5771,214401,754632,969033,3912,20313,24225,103,122,225,508,828,1336,611,950,40–50%,15–25%
BGM,g9b/lcf/qqm/tml,48.8885,40.6002,3.7945,6.0825,12.9569,15.2800,391540,572840,964380,14857,34843,49700,756,1169,1925,1969,3355,5324,2725,4524,40–50%,>40%
Lifestyle,clo/vua/jlk/4oa,92.8747,41.4829,2.1355,2.6479,3.2892,2.6768,400050,564324,964374,8543,14943,23486,114,167,281,180,220,400,294,387,70–100%,>40%
Home,rja/plv/bwz,80.3812,31.3324,2.6520,3.7849,12.9282,11.0849,301580,660937,962517,7998,25016,33014,343,691,1034,994,1779,2773,1337,2470,70–100%,30–35%
BGM,1mt/d0x,48.0797,14.9233,1.4306,1.8658,5.9053,6.4785,143230,816545,959775,2049,15235,17284,49,72,121,373,614,987,422,686,40–50%,5–15%
Home,jra/kwq/exp,57.0900,32.7150,2.7503,3.2932,7.2795,9.3226,311676,641024,952700,8572,21110,29682,326,298,624,794,1174,1968,1120,1472,50–60%,30–35%
Furniture,wwe/y7b/foc,74.8370,40.4004,2.3798,2.4030,5.8155,6.4504,384409,567090,951499,9148,13627,22775,198,334,532,376,503,879,574,837,70–100%,>40%
BGM,g9b/ffi/ttr,60.3175,34.2017,2.8010,3.5506,18.6355,19.8461,323387,622141,945528,9058,22090,31148,895,793,1688,2221,2163,4384,3116,2956,60–70%,30–35%
Home,rja/plv/xdq,76.5571,38.1881,2.4951,3.5855,14.9772,14.6205,360990,584305,945295,9007,20950,29957,454,895,1349,1089,1974,3063,1543,2869,70–100%,35–40%
BGM,1mt/m2b,56.7405,11.4770,1.5579,1.6517,5.1590,5.7145,107004,825333,932337,1667,13632,15299,29,57,86,264,515,779,293,572,50–60%,5–15%
CoreElectronics,6bo/g0i/unb/pp8,62.1221,14.2439,5.0046,5.7771,6.9033,7.3726,132279,796391,928670,6620,46008,52628,188,269,457,1257,2135,3392,1445,2404,60–70%,5–15%
BGM,g9b/lcf/qqm/55t,85.3561,40.6026,4.6752,5.0529,15.9215,15.5141,376966,551462,928428,17624,27865,45489,916,1890,2806,1517,2806,4323,2433,4696,70–100%,>40%
BGM,abc/ulv/ixt,71.2963,42.9632,5.4185,5.9676,4.7628,5.6593,396787,526764,923551,21500,31435,52935,307,717,1024,593,1186,1779,900,1903,70–100%,>40%
EmergingElectronics,0pm/fcn/821/fof,39.1537,27.3512,1.8742,3.8901,9.6036,9.8170,251687,668519,920206,4717,26006,30723,126,327,453,791,1762,2553,917,2089,25–40%,25–30%
CoreElectronics,7dk/0aj,34.5405,6.5507,2.5341,4.0780,9.1148,10.6744,60179,858487,918666,1525,35009,36534,3,136,139,93,3644,3737,96,3780,25–40%,5–15%
Home,upp/i7t/lha,57.1970,20.1650,2.0636,2.9830,3.9612,4.4738,184728,731356,916084,3812,21816,25628,81,70,151,464,512,976,545,582,50–60%,15–25%
Furniture,wwe/0ye,36.4491,39.5688,2.5655,3.0661,4.2317,8.5659,361992,552849,914841,9287,16951,26238,167,226,393,521,931,1452,688,1157,25–40%,35–40%
Home,bro/zwb,48.7538,28.4089,1.3718,2.4339,5.0519,4.6450,259733,654533,914266,3563,15931,19494,82,98,180,352,388,740,434,486,40–50%,25–30%
Home,h1m/hww/slm,90.1723,30.9898,2.8628,2.2569,5.5796,6.2791,282345,628744,911089,8083,14190,22273,154,297,451,297,594,891,451,891,70–100%,30–35%
Lifestyle,u73/h4k,55.0671,28.8798,2.3413,2.9030,2.5090,2.9879,262159,645599,907758,6138,18742,24880,84,70,154,296,264,560,380,334,50–60%,25–30%
BGM,tng/2cz,106.5083,32.9599,3.2642,2.7303,5.2860,5.0306,296737,603559,900296,9686,16479,26165,105,407,512,195,634,829,300,1041,>100%,30–35%
Lifestyle,reh/ihu/v57,32.0573,28.8636,1.6271,3.0079,3.1920,4.1880,258001,635861,893862,4198,19126,23324,105,29,134,561,240,801,666,269,25–40%,25–30%
Home,jhg,58.9767,33.8356,1.8229,2.2835,4.5860,5.3938,301441,589457,890898,5495,13460,18955,78,174,252,285,441,726,363,615,50–60%,30–35%
BGM,eat/5am,35.1797,36.7561,1.7274,3.1063,3.2566,5.5486,327083,562792,889875,5650,17482,23132,90,94,184,365,605,970,455,699,25–40%,35–40%
CoreElectronics,jek/p31/jnp,46.5828,1.5327,6.7529,4.1089,3.9387,5.8942,13535,869568,883103,914,35730,36644,2,34,36,428,1678,2106,430,1712,40–50%,<5%
